Day,Date,Year,Time UTC,Time PST,Latitude,Longitude,Latitude,Longitude,Accuracy,Location,select_direction,select_distance,quad_number,vessel,action,kayak_num,incidents,ODK conversion,select_previous,select_photo,whaleinfoYN,SPP data,whaleinfoY_whaleID,whaleinfoY_Idphoto,whaleinfoY_behavior,whaleinfoY_behaviorchange,Initials,Comments
Sat,23-Sep,2017,19:52:49,12:52:49,48.47342167,-122.7807267,"48° 28' 24.31"" N","122° 46' 50.61"" W",4.3,Belle rocks,S,1.75,218,PS,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Sail boat not under sail, parked in oath approached by 10 whales"
Sat,23-Sep,2017,19:52:49,12:52:49,48.47342167,-122.7807267,"48° 28' 24.31"" N","122° 46' 50.61"" W",4.3,Belle rocks,S,1.75,218,PS,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Sail boat not under sail, parked in oath approached by 10 whales"
Sat,23-Sep,2017,20:03:31,13:03:31,48.456995,-122.7801117,"48° 27' 25.18"" N","122° 46' 48.40"" W",4.4,Kellett ledge,ESE,1,218,PM,WO,,shutdown_within200yds,shutdown within200yds,contact_yes,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Salt life, leap frogging"
Sat,23-Sep,2017,20:37:31,13:37:31,48.40321667,-122.8216417,"48° 24' 11.58"" N","122° 49' 17.91"" W",4.9,Watmough head,S,0.5,223,EC,WO,,travel_behind100_400yds,travel behind100 400yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Lightship
Sat,23-Sep,2017,20:37:31,13:37:31,48.40321667,-122.8216417,"48° 24' 11.58"" N","122° 49' 17.91"" W",4.9,Watmough head,S,0.5,223,PM,WO,,travel_behind100_400yds,travel behind100 400yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,rec boater 
Sat,23-Sep,2017,20:44:21,13:44:21,48.40487167,-122.8574867,"48° 24' 17.53"" N","122° 51' 26.95"" W",4.9,Iceberg point,S,0.5,224,PM,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,1 of 2 rec boaters shutdown in path 
Sat,23-Sep,2017,20:44:21,13:44:21,48.40487167,-122.8574867,"48° 24' 17.53"" N","122° 51' 26.95"" W",4.9,Iceberg point,S,0.5,224,PM,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,2 of 2 rec boaters shutdown in path 
Sat,23-Sep,2017,20:47:32,13:47:32,48.40967167,-122.862505,"48° 24' 34.81"" N","122° 51' 45.01"" W",5,Iceberg point,S,0.25,224,PM,T,,high_speed_within_400,high speed within 400,contact_yes,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Attempted contact on 16, #6751-52"
Sat,23-Sep,2017,20:53:30,13:53:30,48.413355,-122.8678567,"48° 24' 48.07"" N","122° 52' 04.28"" W",4.8,Iceberg point,S,0.5,224,MM,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Sound watch traveling in front of whales 150 yards
Sat,23-Sep,2017,21:09:39,14:09:39,48.41485667,-122.8998117,"48° 24' 53.48"" N","122° 53' 59.32"" W",4.8,Iceberg,S,0.25,224,PM,T,,high_speed_within_400 ,high speed within 400 ,contact_yes,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Attempted contact on 16, no response but did reduce speed"
Sat,23-Sep,2017,21:09:39,14:09:39,48.41485667,-122.8998117,"48° 24' 53.48"" N","122° 53' 59.32"" W",4.8,Iceberg,S,0.25,224,PM,T,,400yd_inthepath,400yd inthepath,contact_yes,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Attempted contact on 16, no response but did reduce speed"
Sat,23-Sep,2017,21:21:35,14:21:35,48.42653,-122.920315,"48° 25' 35.50"" N","122° 55' 13.13"" W",4.8,Whale rocks,S,1,225,PM,T,,high_speed_within_400,high speed within 400,contact_yes,photo_y,info_no,SRKW,,photo_n,behavior_y,Changed direction,JMB,"Attempted radio contact, no response, see rec contact, #6754-55, continuing to motor"
Sat,23-Sep,2017,21:21:35,14:21:35,48.42653,-122.920315,"48° 25' 35.50"" N","122° 55' 13.13"" W",4.8,Whale rocks,S,1,225,PM,T,,200_yards_under_power ,200 yards under power ,contact_yes,photo_y,info_no,SRKW,,photo_n,behavior_y,Changed direction,JMB,"Attempted radio contact, no response, see rec contact, #6754-55, continuing to motor"
Sat,23-Sep,2017,21:21:35,14:21:35,48.42653,-122.920315,"48° 25' 35.50"" N","122° 55' 13.13"" W",4.8,Whale rocks,S,1,225,PM,T,,400yd_inthepath,400yd inthepath,contact_yes,photo_y,info_no,SRKW,,photo_n,behavior_y,Changed direction,JMB,"Attempted radio contact, no response, see rec contact, #6754-55, continuing to motor"
Sat,23-Sep,2017,22:38:33,15:38:33,48.44834667,-123.0413833,"48° 26' 54.04"" N","123° 02' 28.97"" W",4.6,Eagle point,,0.25,185,PM,F,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Rec fishing boat
Sat,23-Sep,2017,22:38:33,15:38:33,48.44834667,-123.0413833,"48° 26' 54.04"" N","123° 02' 28.97"" W",4.6,Eagle point,,0.25,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Rec fishing boat
Sat,23-Sep,2017,22:59:26,15:59:26,48.45244667,-123.036325,"48° 27' 08.80"" N","123° 02' 10.77"" W",4.5,Eagle point,S,0.25,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,1 of 9 recreational fishing boats
Sat,23-Sep,2017,22:59:26,15:59:26,48.45244667,-123.036325,"48° 27' 08.80"" N","123° 02' 10.77"" W",4.5,Eagle point,S,0.25,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,2 of 9 recreational fishing boats
Sat,23-Sep,2017,22:59:26,15:59:26,48.45244667,-123.036325,"48° 27' 08.80"" N","123° 02' 10.77"" W",4.5,Eagle point,S,0.25,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,3 of 9 recreational fishing boats
Sat,23-Sep,2017,22:59:26,15:59:26,48.45244667,-123.036325,"48° 27' 08.80"" N","123° 02' 10.77"" W",4.5,Eagle point,S,0.25,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,4 of 9 recreational fishing boats
Sat,23-Sep,2017,22:59:26,15:59:26,48.45244667,-123.036325,"48° 27' 08.80"" N","123° 02' 10.77"" W",4.5,Eagle point,S,0.25,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,5 of 9 recreational fishing boats
Sat,23-Sep,2017,22:59:26,15:59:26,48.45244667,-123.036325,"48° 27' 08.80"" N","123° 02' 10.77"" W",4.5,Eagle point,S,0.25,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,6 of 9 recreational fishing boats
Sat,23-Sep,2017,22:59:26,15:59:26,48.45244667,-123.036325,"48° 27' 08.80"" N","123° 02' 10.77"" W",4.5,Eagle point,S,0.25,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,7 of 9 recreational fishing boats
Sat,23-Sep,2017,22:59:26,15:59:26,48.45244667,-123.036325,"48° 27' 08.80"" N","123° 02' 10.77"" W",4.5,Eagle point,S,0.25,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,8 of 9 recreational fishing boats
Sat,23-Sep,2017,22:59:26,15:59:26,48.45244667,-123.036325,"48° 27' 08.80"" N","123° 02' 10.77"" W",4.5,Eagle point,S,0.25,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,9 of 9 recreational fishing boats
Sat,23-Sep,2017,23:05:58,16:05:58,48.45601833,-123.040395,"48° 27' 21.66"" N","123° 02' 25.42"" W",5,Eagle point,S,0.25,185,PM,T,,high_speed_within_400 ,high speed within 400 ,contact_yes,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Attempted radio contact on 16, no response, #6758-59, wn7465sk"
Sat,23-Sep,2017,23:05:58,16:05:58,48.45601833,-123.040395,"48° 27' 21.66"" N","123° 02' 25.42"" W",5,Eagle point,S,0.25,185,PM,T,,400yd_inthepath,400yd inthepath,contact_yes,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Attempted radio contact on 16, no response, #6758-59, wn7465sk"
Sat,23-Sep,2017,23:43:59,16:43:59,48.47569333,-123.0890433,"48° 28' 32.49"" N","123° 05' 20.55"" W",4.9,False bay,N,0.25,184,MM,WO,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_yes,SRKW,J36 and 52?,photo_y,behavior_unk,,JMB,"Whales approached us, close approach sheet filled out, #6766-69"
Sat,23-Sep,2017,23:43:59,16:43:59,48.47569333,-123.0890433,"48° 28' 32.49"" N","123° 05' 20.55"" W",4.9,False bay,N,0.25,184,MM,WO,,100_yards_under_power,100 yards under power,contact_no,photo_n,info_yes,SRKW,J36 and 52?,photo_y,behavior_unk,,JMB,"Whales approached us, close approach sheet filled out, #6766-69"
Sat,23-Sep,2017,23:43:59,16:43:59,48.47569333,-123.0890433,"48° 28' 32.49"" N","123° 05' 20.55"" W",4.9,False bay,N,0.25,184,MM,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,J36 and 52?,photo_y,behavior_unk,,JMB,"Whales approached us, close approach sheet filled out, #6766-69"
Sat,23-Sep,2017,18:42:37,11:42:37,48.58758167,-122.7614433,"48° 35' 15.29"" N","122° 45' 41.19"" W",4.8,Tide point,W,1.5,210,PM,T,,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,info_no,SRKW,"Js, L's,?",photo_n,behavior_unk,Unknown,SRY,"C-dory, attempted contact on vhf 16, no response"
Sat,23-Sep,2017,18:42:37,11:42:37,48.58758167,-122.7614433,"48° 35' 15.29"" N","122° 45' 41.19"" W",4.8,Tide point,W,1.5,210,PM,T,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_no,SRKW,"Js, L's,?",photo_n,behavior_unk,Unknown,SRY,"C-dory, attempted contact on vhf 16, no response"
Sat,23-Sep,2017,18:42:37,11:42:37,48.58758167,-122.7614433,"48° 35' 15.29"" N","122° 45' 41.19"" W",4.8,Tide point,W,1.5,210,PM,T,,100_yards_under_power ,100 yards under power ,contact_no,photo_n,info_no,SRKW,"Js, L's,?",photo_n,behavior_unk,Unknown,SRY,"C-dory, attempted contact on vhf 16, no response"
Sat,23-Sep,2017,18:42:37,11:42:37,48.58758167,-122.7614433,"48° 35' 15.29"" N","122° 45' 41.19"" W",4.8,Tide point,W,1.5,210,PM,T,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,"Js, L's,?",photo_n,behavior_unk,Unknown,SRY,"C-dory, attempted contact on vhf 16, no response"
Sat,23-Sep,2017,18:42:37,11:42:37,48.58758167,-122.7614433,"48° 35' 15.29"" N","122° 45' 41.19"" W",4.8,Tide point,W,1.5,210,PM,T,,incorrectfast_approach ,incorrectfast approach ,contact_no,photo_n,info_no,SRKW,"Js, L's,?",photo_n,behavior_unk,Unknown,SRY,"C-dory, attempted contact on vhf 16, no response"
Sat,23-Sep,2017,18:42:37,11:42:37,48.58758167,-122.7614433,"48° 35' 15.29"" N","122° 45' 41.19"" W",4.8,Tide point,W,1.5,210,PM,T,,fast_departurewithin400yds ,fast departurewithin400yds ,contact_no,photo_n,info_no,SRKW,"Js, L's,?",photo_n,behavior_unk,Unknown,SRY,"C-dory, attempted contact on vhf 16, no response"
Sat,23-Sep,2017,18:42:37,11:42:37,48.58758167,-122.7614433,"48° 35' 15.29"" N","122° 45' 41.19"" W",4.8,Tide point,W,1.5,210,PM,T,,travel_behind100_400yds,travel behind100 400yds,contact_no,photo_n,info_no,SRKW,"Js, L's,?",photo_n,behavior_unk,Unknown,SRY,"C-dory, attempted contact on vhf 16, no response"
Sat,23-Sep,2017,19:47:07,12:47:07,48.48390167,-122.77348,"48° 29' 02.04"" N","122° 46' 24.52"" W",4.9,Bird rocks,S,0.75,218,EU,WO,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_no,SRKW,"L's, Js?",photo_n,behavior_unk,Unknown,SRY,Once whales passed red head moved to outside perimeter where other boats were. Had time to move our of path. Whales movement was predictable. Check if double
Sat,23-Sep,2017,19:47:07,12:47:07,48.48390167,-122.77348,"48° 29' 02.04"" N","122° 46' 24.52"" W",4.9,Bird rocks,S,0.75,218,EU,WO,,100_yards_under_power ,100 yards under power ,contact_no,photo_n,info_no,SRKW,"L's, Js?",photo_n,behavior_unk,Unknown,SRY,Once whales passed red head moved to outside perimeter where other boats were. Had time to move our of path. Whales movement was predictable. Check if double
Sat,23-Sep,2017,19:47:07,12:47:07,48.48390167,-122.77348,"48° 29' 02.04"" N","122° 46' 24.52"" W",4.9,Bird rocks,S,0.75,218,EU,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,"L's, Js?",photo_n,behavior_unk,Unknown,SRY,Once whales passed red head moved to outside perimeter where other boats were. Had time to move our of path. Whales movement was predictable. Check if double
Sat,23-Sep,2017,19:47:07,12:47:07,48.48390167,-122.77348,"48° 29' 02.04"" N","122° 46' 24.52"" W",4.9,Bird rocks,S,0.75,218,EU,WO,,travel_behind100_400yds,travel behind100 400yds,contact_no,photo_n,info_no,SRKW,"L's, Js?",photo_n,behavior_unk,Unknown,SRY,Once whales passed red head moved to outside perimeter where other boats were. Had time to move our of path. Whales movement was predictable. Check if double
Sat,23-Sep,2017,20:48:46,13:48:46,48.41062,-122.86355,"48° 24' 38.23"" N","122° 51' 48.78"" W",4.8,Iceberg point,E,0.5,224,PM,T,,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Unknown,SRY,"White cabin cruiser with green kayak, blazed through middle of group . slowed once reached fleet"
Sat,23-Sep,2017,20:48:46,13:48:46,48.41062,-122.86355,"48° 24' 38.23"" N","122° 51' 48.78"" W",4.8,Iceberg point,E,0.5,224,PM,T,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Unknown,SRY,"White cabin cruiser with green kayak, blazed through middle of group . slowed once reached fleet"
Sat,23-Sep,2017,20:48:46,13:48:46,48.41062,-122.86355,"48° 24' 38.23"" N","122° 51' 48.78"" W",4.8,Iceberg point,E,0.5,224,PM,T,,100_yards_under_power ,100 yards under power ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Unknown,SRY,"White cabin cruiser with green kayak, blazed through middle of group . slowed once reached fleet"
Sat,23-Sep,2017,20:48:46,13:48:46,48.41062,-122.86355,"48° 24' 38.23"" N","122° 51' 48.78"" W",4.8,Iceberg point,E,0.5,224,PM,T,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Unknown,SRY,"White cabin cruiser with green kayak, blazed through middle of group . slowed once reached fleet"
Sat,23-Sep,2017,21:32:13,14:32:13,48.43517167,-122.9382117,"48° 26' 06.61"" N","122° 56' 17.56"" W",4.7,Whale rocks,S,0.5,225,PM,T,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_no,SRKW,,photo_n,,Unknown,SRY,"Attempted contact via vhf 16, no response, highliner charters, slowed down for lead whales to pass then sped away"
Sat,23-Sep,2017,21:32:13,14:32:13,48.43517167,-122.9382117,"48° 26' 06.61"" N","122° 56' 17.56"" W",4.7,Whale rocks,S,0.5,225,PM,T,,100_yards_under_power ,100 yards under power ,contact_no,photo_n,info_no,SRKW,,photo_n,,Unknown,SRY,"Attempted contact via vhf 16, no response, highliner charters, slowed down for lead whales to pass then sped away"
Sat,23-Sep,2017,21:32:13,14:32:13,48.43517167,-122.9382117,"48° 26' 06.61"" N","122° 56' 17.56"" W",4.7,Whale rocks,S,0.5,225,PM,T,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,,Unknown,SRY,"Attempted contact via vhf 16, no response, highliner charters, slowed down for lead whales to pass then sped away"
Sat,23-Sep,2017,21:32:13,14:32:13,48.43517167,-122.9382117,"48° 26' 06.61"" N","122° 56' 17.56"" W",4.7,Whale rocks,S,0.5,225,PM,T,,fast_departurewithin400yds,fast departurewithin400yds,contact_no,photo_n,info_no,SRKW,,photo_n,,Unknown,SRY,"Attempted contact via vhf 16, no response, highliner charters, slowed down for lead whales to pass then sped away"
Sat,23-Sep,2017,21:40:39,14:40:39,48.44196333,-122.9476133,"48° 26' 31.06"" N","122° 56' 51.40"" W",4.8,Cattle point,S,1.25,186,PM,T,,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Unknown,SRY,"Attempted contact on vhf16, no response, slowed after crossing path of 6 whales."
Sat,23-Sep,2017,21:40:39,14:40:39,48.44196333,-122.9476133,"48° 26' 31.06"" N","122° 56' 51.40"" W",4.8,Cattle point,S,1.25,186,PM,T,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Unknown,SRY,"Attempted contact on vhf16, no response, slowed after crossing path of 6 whales."
Sat,23-Sep,2017,21:40:39,14:40:39,48.44196333,-122.9476133,"48° 26' 31.06"" N","122° 56' 51.40"" W",4.8,Cattle point,S,1.25,186,PM,T,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Unknown,SRY,"Attempted contact on vhf16, no response, slowed after crossing path of 6 whales."
Sat,23-Sep,2017,21:40:39,14:40:39,48.44196333,-122.9476133,"48° 26' 31.06"" N","122° 56' 51.40"" W",4.8,Cattle point,S,1.25,186,PM,T,,incorrectfast_approach ,incorrectfast approach ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Unknown,SRY,"Attempted contact on vhf16, no response, slowed after crossing path of 6 whales."
Sat,23-Sep,2017,21:40:39,14:40:39,48.44196333,-122.9476133,"48° 26' 31.06"" N","122° 56' 51.40"" W",4.8,Cattle point,S,1.25,186,PM,T,,fast_departurewithin400yds,fast departurewithin400yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Unknown,SRY,"Attempted contact on vhf16, no response, slowed after crossing path of 6 whales."
Sat,23-Sep,2017,23:59:58,16:59:58,48.47775833,-123.09349,"48° 28' 39.92"" N","123° 05' 36.56"" W",4.5,False bay,W,0.5,184,MM,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,info_yes,SRKW,J36,photo_n,behavior_n,No,SRY,Shutdown with hydrophone in. Whale approached Raydiance within 5 yds
Sat,23-Sep,2017,23:59:58,16:59:58,48.47775833,-123.09349,"48° 28' 39.92"" N","123° 05' 36.56"" W",4.5,False bay,W,0.5,184,MM,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_yes,SRKW,J36,photo_n,behavior_n,No,SRY,Shutdown with hydrophone in. Whale approached Raydiance within 5 yds
Sun,24-Sep,2017,19:35:32,12:35:32,48.85678833,-123.3508233,"48° 51' 24.43"" N","123° 21' 02.96"" W",5,Helen point,W,0.25,123,EC,WO,,inshore_of_whales,inshore of whales,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Lightship, #6784-6793"
Sun,24-Sep,2017,19:35:32,12:35:32,48.85678833,-123.3508233,"48° 51' 24.43"" N","123° 21' 02.96"" W",5,Helen point,W,0.25,123,EC,WO,,200_yards_under_power ,200 yards under power ,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Lightship, #6784-6793"
Sun,24-Sep,2017,19:35:32,12:35:32,48.85678833,-123.3508233,"48° 51' 24.43"" N","123° 21' 02.96"" W",5,Helen point,W,0.25,123,EC,WO,,100_yards_under_power ,100 yards under power ,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Lightship, #6784-6793"
Sun,24-Sep,2017,19:35:32,12:35:32,48.85678833,-123.3508233,"48° 51' 24.43"" N","123° 21' 02.96"" W",5,Helen point,W,0.25,123,EC,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Lightship, #6784-6793"
Sun,24-Sep,2017,19:40:13,12:40:13,48.85477833,-123.3540583,"48° 51' 17.20"" N","123° 21' 14.60"" W",4.8,Helen point,NW,0.5,123,EC,WO,,200_yards_under_power ,200 yards under power ,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Lightship, #6795-6799"
Sun,24-Sep,2017,19:40:13,12:40:13,48.85477833,-123.3540583,"48° 51' 17.20"" N","123° 21' 14.60"" W",4.8,Helen point,NW,0.5,123,EC,WO,,100_yards_under_power ,100 yards under power ,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Lightship, #6795-6799"
Sun,24-Sep,2017,19:40:13,12:40:13,48.85477833,-123.3540583,"48° 51' 17.20"" N","123° 21' 14.60"" W",4.8,Helen point,NW,0.5,123,EC,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Lightship, #6795-6799"
Sun,24-Sep,2017,19:40:13,12:40:13,48.85477833,-123.3540583,"48° 51' 17.20"" N","123° 21' 14.60"" W",4.8,Helen point,NW,0.5,123,EC,WO,,travel_behind100_400yds,travel behind100 400yds,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Lightship, #6795-6799"
Sun,24-Sep,2017,19:58:51,12:58:51,48.85904167,-123.3707967,"48° 51' 32.55"" N","123° 22' 14.86"" W",4.6,Colinson point,,0,123,EC,WO,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Whales changed direction unknown if it was because of boats,JMB,Triple 8
Sun,24-Sep,2017,19:58:51,12:58:51,48.85904167,-123.3707967,"48° 51' 32.55"" N","123° 22' 14.86"" W",4.6,Colinson point,,0,123,EC,WO,,100_yards_under_power ,100 yards under power ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Whales changed direction unknown if it was because of boats,JMB,Triple 8
Sun,24-Sep,2017,19:58:51,12:58:51,48.85904167,-123.3707967,"48° 51' 32.55"" N","123° 22' 14.86"" W",4.6,Colinson point,,0,123,EC,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Whales changed direction unknown if it was because of boats,JMB,Triple 8
Sun,24-Sep,2017,19:58:51,12:58:51,48.85904167,-123.3707967,"48° 51' 32.55"" N","123° 22' 14.86"" W",4.6,Colinson point,,0,123,EC,WO,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Whales changed direction unknown if it was because of boats,JMB,Triple 8 2
Sun,24-Sep,2017,19:58:51,12:58:51,48.85904167,-123.3707967,"48° 51' 32.55"" N","123° 22' 14.86"" W",4.6,Colinson point,,0,123,EC,WO,,100_yards_under_power ,100 yards under power ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Whales changed direction unknown if it was because of boats,JMB,Triple 8 2
Sun,24-Sep,2017,19:58:51,12:58:51,48.85904167,-123.3707967,"48° 51' 32.55"" N","123° 22' 14.86"" W",4.6,Colinson point,,0,123,EC,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,Whales changed direction unknown if it was because of boats,JMB,Triple 8 2
Sun,24-Sep,2017,20:22:34,13:22:34,48.86702833,-123.3904383,"48° 52' 01.30"" N","123° 23' 25.57"" W",5,Philmore point,SW,0.5,123,PK,T,2,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Whales approached them, surface active behavior"
Sun,24-Sep,2017,20:22:34,13:22:34,48.86702833,-123.3904383,"48° 52' 01.30"" N","123° 23' 25.57"" W",5,Philmore point,SW,0.5,123,PK,T,2,paddle_whale ,paddle whale ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Whales approached them, surface active behavior"
Sun,24-Sep,2017,20:22:34,13:22:34,48.86702833,-123.3904383,"48° 52' 01.30"" N","123° 23' 25.57"" W",5,Philmore point,SW,0.5,123,PK,T,2,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Whales approached them, surface active behavior"
Sun,24-Sep,2017,20:36:32,13:36:32,48.87284833,-123.4023817,"48° 52' 22.25"" N","123° 24' 08.57"" W",4.7,Julia island,S,0.25,122,PM,WO,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Small skiff two people traveling behind along the shoreline
Sun,24-Sep,2017,20:36:32,13:36:32,48.87284833,-123.4023817,"48° 52' 22.25"" N","123° 24' 08.57"" W",4.7,Julia island,S,0.25,122,PM,WO,,100_yards_under_power ,100 yards under power ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Small skiff two people traveling behind along the shoreline
Sun,24-Sep,2017,20:36:32,13:36:32,48.87284833,-123.4023817,"48° 52' 22.25"" N","123° 24' 08.57"" W",4.7,Julia island,S,0.25,122,PM,WO,,travel_behind100_400yds,travel behind100 400yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Small skiff two people traveling behind along the shoreline
Sun,24-Sep,2017,20:56:32,13:56:32,48.88616667,-123.4272533,"48° 53' 10.20"" N","123° 25' 38.11"" W",4.7,North parker island,NW,0.25,122,EU,WO,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Sealion
Sun,24-Sep,2017,20:56:32,13:56:32,48.88616667,-123.4272533,"48° 53' 10.20"" N","123° 25' 38.11"" W",4.7,North parker island,NW,0.25,122,EU,WO,,100_yards_under_power,100 yards under power,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Sealion
Sun,24-Sep,2017,20:59:19,13:59:19,48.88801167,-123.4304017,"48° 53' 16.84"" N","123° 25' 49.44"" W",4.7,North parker island,NW,0.5,122,PM,WO,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Kingfisher, previous contact"
Sun,24-Sep,2017,20:59:19,13:59:19,48.88801167,-123.4304017,"48° 53' 16.84"" N","123° 25' 49.44"" W",4.7,North parker island,NW,0.5,122,PM,WO,,100_yards_under_power,100 yards under power,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Kingfisher, previous contact"
Sun,24-Sep,2017,21:05:35,14:05:35,48.891005,-123.43623,"48° 53' 27.61"" N","123° 26' 10.42"" W",4.8,North parker island,NW,0.25,122,PK,WO,1,400yd_inthepath,400yd inthepath,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Orange two person kayak, #6808-6817"
