start,end,today,Lat_A,Lat_edit,Longitude,Longitude,datetime,Location,direction,distance,quad_number,vessel,action,incidents,ODK conversion,select_previous,select_photo,Comments,meta:instanceID
Thu Aug 18 18:16:16 UTC 2016,Thu Aug 18 18:17:13 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.64038833,48.64038833,-123.2189233,-123.2189233,Thu Aug 18 18:16:00 UTC 2016,Tip top,S,1,170,PM,T,high_speed_within_400,high speed within 400,contact_no,photo_n,,uuid:13a0bf1e-388b-4935-b857-86676b518c46
Thu Aug 18 18:27:10 UTC 2016,Thu Aug 18 18:28:30 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.61435,48.61435,-123.211635,-123.211635,Thu Aug 18 18:27:00 UTC 2016,Henry island,W,0.5,169,PM,WO,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:9860f453-3c36-4395-93fb-651aa2144ccd
Thu Aug 18 18:27:10 UTC 2016,Thu Aug 18 18:28:30 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.61435,48.61435,-123.211635,-123.211635,Thu Aug 18 18:27:00 UTC 2016,Henry island,W,0.5,169,PM,WO,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,,uuid:9860f453-3c36-4395-93fb-651aa2144ccd
Thu Aug 18 18:27:10 UTC 2016,Thu Aug 18 18:28:30 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.61435,48.61435,-123.211635,-123.211635,Thu Aug 18 18:27:00 UTC 2016,Henry island,W,0.5,169,PM,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:9860f453-3c36-4395-93fb-651aa2144ccd
Thu Aug 18 18:44:42 UTC 2016,Thu Aug 18 18:46:56 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.58732,48.58732,-123.206345,-123.206345,Thu Aug 18 18:45:00 UTC 2016,Kellet bluff,W,0.25,169,PM,WO,400yd_inthepath ,400yd inthepath ,contact_yes,photo_n,,uuid:6534a128-b02a-4b9d-92c0-cce04a766e16
Thu Aug 18 18:44:42 UTC 2016,Thu Aug 18 18:46:56 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.58732,48.58732,-123.206345,-123.206345,Thu Aug 18 18:45:00 UTC 2016,Kellet bluff,W,0.25,169,PM,WO,shutdown_within100yds ,shutdown within100yds ,contact_yes,photo_n,,uuid:6534a128-b02a-4b9d-92c0-cce04a766e16
Thu Aug 18 18:44:42 UTC 2016,Thu Aug 18 18:46:56 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.58732,48.58732,-123.206345,-123.206345,Thu Aug 18 18:45:00 UTC 2016,Kellet bluff,W,0.25,169,PM,WO,shutdown_within200yds,shutdown within200yds,contact_yes,photo_n,,uuid:6534a128-b02a-4b9d-92c0-cce04a766e16
Thu Aug 18 19:08:21 UTC 2016,Thu Aug 18 19:09:19 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.55058,48.55058,-123.1756517,-123.1756517,Thu Aug 18 19:08:00 UTC 2016,Center for whale research,SW,0.25,176,PM,WO,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:25bd14f8-edb6-4e59-84ba-eda071c1d083
Thu Aug 18 19:08:21 UTC 2016,Thu Aug 18 19:09:19 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.55058,48.55058,-123.1756517,-123.1756517,Thu Aug 18 19:08:00 UTC 2016,Center for whale research,SW,0.25,176,PM,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:25bd14f8-edb6-4e59-84ba-eda071c1d083
Thu Aug 18 19:13:28 UTC 2016,Thu Aug 18 19:15:06 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.54289167,48.54289167,-123.1706133,-123.1706133,Thu Aug 18 19:13:00 UTC 2016,County park,SW,0.25,176,PM,F,inshore_of_whales ,inshore of whales ,contact_no,photo_y,,uuid:bd619375-fc48-4b85-a49e-b0529dfd1cc7
Thu Aug 18 19:13:28 UTC 2016,Thu Aug 18 19:15:06 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.54289167,48.54289167,-123.1706133,-123.1706133,Thu Aug 18 19:13:00 UTC 2016,County park,SW,0.25,176,PM,F,400yd_inthepath ,400yd inthepath ,contact_no,photo_y,,uuid:bd619375-fc48-4b85-a49e-b0529dfd1cc7
Thu Aug 18 19:13:28 UTC 2016,Thu Aug 18 19:15:06 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.54289167,48.54289167,-123.1706133,-123.1706133,Thu Aug 18 19:13:00 UTC 2016,County park,SW,0.25,176,PM,F,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,,uuid:bd619375-fc48-4b85-a49e-b0529dfd1cc7
Thu Aug 18 19:13:28 UTC 2016,Thu Aug 18 19:15:06 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.54289167,48.54289167,-123.1706133,-123.1706133,Thu Aug 18 19:13:00 UTC 2016,County park,SW,0.25,176,PM,F,fishing_within100yds ,fishing within100yds ,contact_no,photo_y,,uuid:bd619375-fc48-4b85-a49e-b0529dfd1cc7
Thu Aug 18 19:13:28 UTC 2016,Thu Aug 18 19:15:06 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.54289167,48.54289167,-123.1706133,-123.1706133,Thu Aug 18 19:13:00 UTC 2016,County park,SW,0.25,176,PM,F,fishing_within200yds ,fishing within200yds ,contact_no,photo_y,,uuid:bd619375-fc48-4b85-a49e-b0529dfd1cc7
Thu Aug 18 19:13:28 UTC 2016,Thu Aug 18 19:15:06 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.54289167,48.54289167,-123.1706133,-123.1706133,Thu Aug 18 19:13:00 UTC 2016,County park,SW,0.25,176,PM,F,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,,uuid:bd619375-fc48-4b85-a49e-b0529dfd1cc7
Thu Aug 18 20:01:57 UTC 2016,Thu Aug 18 20:02:54 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.53291333,48.53291333,-123.1689883,-123.1689883,Thu Aug 18 20:02:00 UTC 2016,County park,W,0.25,176,PM,T,inshore_of_whales ,inshore of whales ,contact_yes,photo_y,,uuid:081c2418-8140-4ae9-8b7a-2d4dc00acb59
Thu Aug 18 20:01:57 UTC 2016,Thu Aug 18 20:02:54 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.53291333,48.53291333,-123.1689883,-123.1689883,Thu Aug 18 20:02:00 UTC 2016,County park,W,0.25,176,PM,T,high_speed_within_400 ,high speed within 400 ,contact_yes,photo_y,,uuid:081c2418-8140-4ae9-8b7a-2d4dc00acb59
Thu Aug 18 20:01:57 UTC 2016,Thu Aug 18 20:02:54 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.53291333,48.53291333,-123.1689883,-123.1689883,Thu Aug 18 20:02:00 UTC 2016,County park,W,0.25,176,PM,T,200_yards_under_power,200 yards under power,contact_yes,photo_y,,uuid:081c2418-8140-4ae9-8b7a-2d4dc00acb59
Thu Aug 18 20:08:42 UTC 2016,Thu Aug 18 20:10:03 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.527195,48.527195,-123.16815,-123.16815,Thu Aug 18 20:08:00 UTC 2016,Craig's point,W,0.25,176,PM,T,inshore_of_whales ,inshore of whales ,contact_no,photo_n,,uuid:971445e5-5ca6-4618-8ff6-32ab8fd29bc7
Thu Aug 18 20:08:42 UTC 2016,Thu Aug 18 20:10:03 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.527195,48.527195,-123.16815,-123.16815,Thu Aug 18 20:08:00 UTC 2016,Craig's point,W,0.25,176,PM,T,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,,uuid:971445e5-5ca6-4618-8ff6-32ab8fd29bc7
Thu Aug 18 20:08:42 UTC 2016,Thu Aug 18 20:10:03 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.527195,48.527195,-123.16815,-123.16815,Thu Aug 18 20:08:00 UTC 2016,Craig's point,W,0.25,176,PM,T,200_yards_under_power,200 yards under power,contact_no,photo_n,,uuid:971445e5-5ca6-4618-8ff6-32ab8fd29bc7
Thu Aug 18 20:08:42 UTC 2016,Thu Aug 18 20:10:03 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.527195,48.527195,-123.16815,-123.16815,Thu Aug 18 20:08:00 UTC 2016,Craig's point,W,0.25,176,PM,T,100_yards_under_power ,100 yards under power ,contact_no,photo_n,,uuid:971445e5-5ca6-4618-8ff6-32ab8fd29bc7
Thu Aug 18 20:08:42 UTC 2016,Thu Aug 18 20:10:03 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.527195,48.527195,-123.16815,-123.16815,Thu Aug 18 20:08:00 UTC 2016,Craig's point,W,0.25,176,PM,T,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:971445e5-5ca6-4618-8ff6-32ab8fd29bc7
Thu Aug 18 20:08:42 UTC 2016,Thu Aug 18 20:10:03 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.527195,48.527195,-123.16815,-123.16815,Thu Aug 18 20:08:00 UTC 2016,Craig's point,W,0.25,176,PM,T,shutdown_within100yds,shutdown within100yds,contact_no,photo_n,,uuid:971445e5-5ca6-4618-8ff6-32ab8fd29bc7
Thu Aug 18 20:08:42 UTC 2016,Thu Aug 18 20:10:03 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.527195,48.527195,-123.16815,-123.16815,Thu Aug 18 20:08:00 UTC 2016,Craig's point,W,0.25,176,PM,T,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:971445e5-5ca6-4618-8ff6-32ab8fd29bc7
Thu Aug 18 20:12:10 UTC 2016,Thu Aug 18 20:13:30 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.52427833,48.52427833,-123.163115,-123.163115,Thu Aug 18 20:12:00 UTC 2016,Craig's pt,SW,0.25,176,PM,T,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,,uuid:d01a7144-3fc9-482a-a0d5-2d4460055c0f
Thu Aug 18 20:12:10 UTC 2016,Thu Aug 18 20:13:30 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.52427833,48.52427833,-123.163115,-123.163115,Thu Aug 18 20:12:00 UTC 2016,Craig's pt,SW,0.25,176,PM,T,200_yards_under_power ,200 yards under power ,contact_no,photo_n,,uuid:d01a7144-3fc9-482a-a0d5-2d4460055c0f
Thu Aug 18 20:12:10 UTC 2016,Thu Aug 18 20:13:30 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.52427833,48.52427833,-123.163115,-123.163115,Thu Aug 18 20:12:00 UTC 2016,Craig's pt,SW,0.25,176,PM,T,100_yards_under_power ,100 yards under power ,contact_no,photo_n,,uuid:d01a7144-3fc9-482a-a0d5-2d4460055c0f
Thu Aug 18 20:12:10 UTC 2016,Thu Aug 18 20:13:30 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.52427833,48.52427833,-123.163115,-123.163115,Thu Aug 18 20:12:00 UTC 2016,Craig's pt,SW,0.25,176,PM,T,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:d01a7144-3fc9-482a-a0d5-2d4460055c0f
Thu Aug 18 20:12:10 UTC 2016,Thu Aug 18 20:13:30 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.52427833,48.52427833,-123.163115,-123.163115,Thu Aug 18 20:12:00 UTC 2016,Craig's pt,SW,0.25,176,PM,T,Fast_withinquartermile_whales,Fast withinquartermile whales,contact_no,photo_n,,uuid:d01a7144-3fc9-482a-a0d5-2d4460055c0f
Thu Aug 18 20:18:15 UTC 2016,Thu Aug 18 20:19:39 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.519035,48.519035,-123.15784,-123.15784,Thu Aug 18 20:18:00 UTC 2016,Lime kiln,NW,0.25,176,PM,T,200_yards_under_power ,200 yards under power ,contact_no,photo_n,,uuid:5141b4aa-9789-4c21-ac9c-eeff0ab75106
Thu Aug 18 20:18:15 UTC 2016,Thu Aug 18 20:19:39 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.519035,48.519035,-123.15784,-123.15784,Thu Aug 18 20:18:00 UTC 2016,Lime kiln,NW,0.25,176,PM,T,100_yards_under_power ,100 yards under power ,contact_no,photo_n,,uuid:5141b4aa-9789-4c21-ac9c-eeff0ab75106
Thu Aug 18 20:18:15 UTC 2016,Thu Aug 18 20:19:39 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.519035,48.519035,-123.15784,-123.15784,Thu Aug 18 20:18:00 UTC 2016,Lime kiln,NW,0.25,176,PM,T,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:5141b4aa-9789-4c21-ac9c-eeff0ab75106
Thu Aug 18 20:18:15 UTC 2016,Thu Aug 18 20:19:39 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.519035,48.519035,-123.15784,-123.15784,Thu Aug 18 20:18:00 UTC 2016,Lime kiln,NW,0.25,176,PM,T,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,,uuid:5141b4aa-9789-4c21-ac9c-eeff0ab75106
Thu Aug 18 20:18:15 UTC 2016,Thu Aug 18 20:19:39 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.519035,48.519035,-123.15784,-123.15784,Thu Aug 18 20:18:00 UTC 2016,Lime kiln,NW,0.25,176,PM,T,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:5141b4aa-9789-4c21-ac9c-eeff0ab75106
Thu Aug 18 20:18:14 UTC 2016,Thu Aug 18 20:20:13 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.518955,48.518955,-123.1577367,-123.1577367,Thu Aug 18 20:18:00 UTC 2016,Lime kiln,NW,0.25,176,PM,T,200_yards_under_power ,200 yards under power ,contact_no,photo_n,,uuid:6a8e6a1f-59d4-45c9-8bdd-a64dda1de3b1
Thu Aug 18 20:18:14 UTC 2016,Thu Aug 18 20:20:13 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.518955,48.518955,-123.1577367,-123.1577367,Thu Aug 18 20:18:00 UTC 2016,Lime kiln,NW,0.25,176,PM,T,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,,uuid:6a8e6a1f-59d4-45c9-8bdd-a64dda1de3b1
Thu Aug 18 20:18:14 UTC 2016,Thu Aug 18 20:20:13 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.518955,48.518955,-123.1577367,-123.1577367,Thu Aug 18 20:18:00 UTC 2016,Lime kiln,NW,0.25,176,PM,T,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:6a8e6a1f-59d4-45c9-8bdd-a64dda1de3b1
Thu Aug 18 20:36:31 UTC 2016,Thu Aug 18 20:37:40 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.497365,48.497365,-123.134725,-123.134725,Thu Aug 18 20:36:00 UTC 2016,Edwards Point,SW,0.25,184,PM,T,inshore_of_whales ,inshore of whales ,contact_no,photo_n,,uuid:6525c1e7-8fae-4aa1-9a31-351443ea7893
Thu Aug 18 20:36:31 UTC 2016,Thu Aug 18 20:37:40 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.497365,48.497365,-123.134725,-123.134725,Thu Aug 18 20:36:00 UTC 2016,Edwards Point,SW,0.25,184,PM,T,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,,uuid:6525c1e7-8fae-4aa1-9a31-351443ea7893
Thu Aug 18 20:36:31 UTC 2016,Thu Aug 18 20:37:40 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.497365,48.497365,-123.134725,-123.134725,Thu Aug 18 20:36:00 UTC 2016,Edwards Point,SW,0.25,184,PM,T,200_yards_under_power ,200 yards under power ,contact_no,photo_n,,uuid:6525c1e7-8fae-4aa1-9a31-351443ea7893
Thu Aug 18 20:36:31 UTC 2016,Thu Aug 18 20:37:40 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.497365,48.497365,-123.134725,-123.134725,Thu Aug 18 20:36:00 UTC 2016,Edwards Point,SW,0.25,184,PM,T,100_yards_under_power ,100 yards under power ,contact_no,photo_n,,uuid:6525c1e7-8fae-4aa1-9a31-351443ea7893
Thu Aug 18 20:36:31 UTC 2016,Thu Aug 18 20:37:40 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.497365,48.497365,-123.134725,-123.134725,Thu Aug 18 20:36:00 UTC 2016,Edwards Point,SW,0.25,184,PM,T,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:6525c1e7-8fae-4aa1-9a31-351443ea7893
Thu Aug 18 20:36:31 UTC 2016,Thu Aug 18 20:37:40 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.497365,48.497365,-123.134725,-123.134725,Thu Aug 18 20:36:00 UTC 2016,Edwards Point,SW,0.25,184,PM,T,no_go_zone ,no go zone ,contact_no,photo_n,,uuid:6525c1e7-8fae-4aa1-9a31-351443ea7893
Thu Aug 18 20:37:27 UTC 2016,Thu Aug 18 20:37:55 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.49616333,48.49616333,-123.1348317,-123.1348317,Thu Aug 18 20:37:00 UTC 2016,Edwards pt,SW,0.25,181,PM,T,inshore_of_whales ,inshore of whales ,contact_no,photo_y,,uuid:57e09079-1fbd-4a6d-a0e9-cc6cee127166
Thu Aug 18 20:37:27 UTC 2016,Thu Aug 18 20:37:55 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.49616333,48.49616333,-123.1348317,-123.1348317,Thu Aug 18 20:37:00 UTC 2016,Edwards pt,SW,0.25,181,PM,T,high_speed_within_400,high speed within 400,contact_no,photo_y,,uuid:57e09079-1fbd-4a6d-a0e9-cc6cee127166
Thu Aug 18 20:43:57 UTC 2016,Thu Aug 18 20:45:02 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.49175333,48.49175333,-123.131615,-123.131615,Thu Aug 18 20:44:00 UTC 2016,Hannah heights,SW,0.5,181,PM,WO,400yd_inthepath ,400yd inthepath ,contact_no,photo_y,,uuid:76e6e2d6-40ec-4e36-970f-38dbcb4222b4
Thu Aug 18 20:43:57 UTC 2016,Thu Aug 18 20:45:02 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.49175333,48.49175333,-123.131615,-123.131615,Thu Aug 18 20:44:00 UTC 2016,Hannah heights,SW,0.5,181,PM,WO,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,,uuid:76e6e2d6-40ec-4e36-970f-38dbcb4222b4
Thu Aug 18 20:43:57 UTC 2016,Thu Aug 18 20:45:02 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.49175333,48.49175333,-123.131615,-123.131615,Thu Aug 18 20:44:00 UTC 2016,Hannah heights,SW,0.5,181,PM,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,,uuid:76e6e2d6-40ec-4e36-970f-38dbcb4222b4
Thu Aug 18 20:48:34 UTC 2016,Thu Aug 18 20:50:03 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.49024833,48.49024833,-123.1293467,-123.1293467,Thu Aug 18 20:48:00 UTC 2016,Hannah heights,W,0.5,184,PM,T,fast_departurewithin400yds,fast departurewithin400yds,contact_no,photo_y,,uuid:3db9b03b-2245-4652-ab6c-d2356766d9da
Thu Aug 25 19:16:17 UTC 2016,Thu Aug 25 19:18:10 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.47144667,48.47144667,-123.08884,-123.08884,Thu Aug 25 19:16:00 UTC 2016,False bay,SW,0.75,181,PM,T,high_speed_within_400 ,high speed within 400 ,contact_no,photo_y,,uuid:192057f6-ed5c-4d40-ba9e-13b3b912a573
Thu Aug 25 19:16:17 UTC 2016,Thu Aug 25 19:18:10 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.47144667,48.47144667,-123.08884,-123.08884,Thu Aug 25 19:16:00 UTC 2016,False bay,SW,0.75,181,PM,T,200_yards_under_power ,200 yards under power ,contact_no,photo_y,,uuid:192057f6-ed5c-4d40-ba9e-13b3b912a573
Thu Aug 25 19:16:17 UTC 2016,Thu Aug 25 19:18:10 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.47144667,48.47144667,-123.08884,-123.08884,Thu Aug 25 19:16:00 UTC 2016,False bay,SW,0.75,181,PM,T,100_yards_under_power,100 yards under power,contact_no,photo_y,,uuid:192057f6-ed5c-4d40-ba9e-13b3b912a573
Thu Aug 25 19:16:17 UTC 2016,Thu Aug 25 19:18:10 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.47144667,48.47144667,-123.08884,-123.08884,Thu Aug 25 19:16:00 UTC 2016,False bay,SW,0.75,181,PM,T,400yd_inthepath,400yd inthepath,contact_no,photo_y,,uuid:192057f6-ed5c-4d40-ba9e-13b3b912a573
Thu Aug 25 19:34:54 UTC 2016,Thu Aug 25 19:36:06 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.47666333,48.47666333,-123.09088,-123.09088,Thu Aug 25 19:35:00 UTC 2016,Pile point,SW,0.5,184,PM,WO,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,,uuid:354e0637-020b-475f-924e-2263c42ba763
Thu Aug 25 19:34:54 UTC 2016,Thu Aug 25 19:36:06 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.47666333,48.47666333,-123.09088,-123.09088,Thu Aug 25 19:35:00 UTC 2016,Pile point,SW,0.5,184,PM,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:354e0637-020b-475f-924e-2263c42ba763
Thu Aug 25 21:54:26 UTC 2016,Thu Aug 25 21:55:24 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.56218333,48.56218333,-123.1806117,-123.1806117,Thu Aug 25 21:54:00 UTC 2016,Mitchel point,SW,0.25,176,PM,WO,200_yards_under_power ,200 yards under power ,contact_no,photo_y,,uuid:e5d55252-55f9-4180-918f-681a3d023f04
Thu Aug 25 21:54:26 UTC 2016,Thu Aug 25 21:55:24 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.56218333,48.56218333,-123.1806117,-123.1806117,Thu Aug 25 21:54:00 UTC 2016,Mitchel point,SW,0.25,176,PM,WO,100_yards_under_power,100 yards under power,contact_no,photo_y,,uuid:e5d55252-55f9-4180-918f-681a3d023f04
Thu Aug 25 21:54:26 UTC 2016,Thu Aug 25 21:55:24 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.56218333,48.56218333,-123.1806117,-123.1806117,Thu Aug 25 21:54:00 UTC 2016,Mitchel point,SW,0.25,176,PM,WO,400yd_inthepath,400yd inthepath,contact_no,photo_y,,uuid:e5d55252-55f9-4180-918f-681a3d023f04
Thu Aug 25 22:17:01 UTC 2016,Thu Aug 25 22:17:51 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.58068333,48.58068333,-123.190785,-123.190785,Thu Aug 25 22:17:00 UTC 2016,Open bay,S,0.25,169,PM,WO,200_yards_under_power ,200 yards under power ,contact_no,photo_y,,uuid:f574374b-32eb-43cb-9e6b-8235d7526ae8
Thu Aug 25 22:17:01 UTC 2016,Thu Aug 25 22:17:51 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.58068333,48.58068333,-123.190785,-123.190785,Thu Aug 25 22:17:00 UTC 2016,Open bay,S,0.25,169,PM,WO,100_yards_under_power ,100 yards under power ,contact_no,photo_y,,uuid:f574374b-32eb-43cb-9e6b-8235d7526ae8
Thu Aug 25 22:17:01 UTC 2016,Thu Aug 25 22:17:51 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.58068333,48.58068333,-123.190785,-123.190785,Thu Aug 25 22:17:00 UTC 2016,Open bay,S,0.25,169,PM,WO,400yd_inthepath,400yd inthepath,contact_no,photo_y,,uuid:f574374b-32eb-43cb-9e6b-8235d7526ae8
Thu Aug 25 22:50:41 UTC 2016,Thu Aug 25 22:51:23 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.57954333,48.57954333,-123.19689,-123.19689,Thu Aug 25 22:50:00 UTC 2016,Kellet bluff,S,0.25,169,PM,T,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,,uuid:19976b3c-3ee3-4be6-a3c5-4936c73e991b
Thu Aug 25 22:50:41 UTC 2016,Thu Aug 25 22:51:23 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.57954333,48.57954333,-123.19689,-123.19689,Thu Aug 25 22:50:00 UTC 2016,Kellet bluff,S,0.25,169,PM,T,200_yards_under_power,200 yards under power,contact_no,photo_n,,uuid:19976b3c-3ee3-4be6-a3c5-4936c73e991b
Thu Jul 07 20:56:29 UTC 2016,Thu Jul 07 20:58:45 UTC 2016,Thu Jul 07 00:00:00 UTC 2016,48.451145,48.451145,-123.0291033,-123.0291033,Thu Jul 07 20:56:00 UTC 2016,Eagle pt,W,0.5,184,PM,WO,100_yards_under_power ,100 yards under power ,contact_no,photo_n,,uuid:af8113a7-ff1b-468d-b6f5-31c6c1ec7cc1
Thu Jul 07 20:56:29 UTC 2016,Thu Jul 07 20:58:45 UTC 2016,Thu Jul 07 00:00:00 UTC 2016,48.451145,48.451145,-123.0291033,-123.0291033,Thu Jul 07 20:56:00 UTC 2016,Eagle pt,W,0.5,184,PM,WO,200_yards_under_power ,200 yards under power ,contact_no,photo_n,,uuid:af8113a7-ff1b-468d-b6f5-31c6c1ec7cc1
Thu Jul 07 20:56:29 UTC 2016,Thu Jul 07 20:58:45 UTC 2016,Thu Jul 07 00:00:00 UTC 2016,48.451145,48.451145,-123.0291033,-123.0291033,Thu Jul 07 20:56:00 UTC 2016,Eagle pt,W,0.5,184,PM,WO,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:af8113a7-ff1b-468d-b6f5-31c6c1ec7cc1
Thu Jul 07 20:56:29 UTC 2016,Thu Jul 07 20:58:45 UTC 2016,Thu Jul 07 00:00:00 UTC 2016,48.451145,48.451145,-123.0291033,-123.0291033,Thu Jul 07 20:56:00 UTC 2016,Eagle pt,W,0.5,184,PM,WO,incorrectfast_approach,incorrectfast approach,contact_no,photo_n,,uuid:af8113a7-ff1b-468d-b6f5-31c6c1ec7cc1
Thu Jul 14 20:21:58 UTC 2016,Thu Jul 14 20:23:36 UTC 2016,Thu Jul 14 00:00:00 UTC 2016,48.63408167,48.63408167,-123.2212433,-123.2212433,Thu Jul 14 20:22:00 UTC 2016,Battleship,NW,1.25,169,PM,T,200_yards_under_power ,200 yards under power ,contact_no,photo_n,,uuid:52ea7394-83f1-452e-96d9-dd163e4292c2
Thu Jul 14 20:21:58 UTC 2016,Thu Jul 14 20:23:36 UTC 2016,Thu Jul 14 00:00:00 UTC 2016,48.63408167,48.63408167,-123.2212433,-123.2212433,Thu Jul 14 20:22:00 UTC 2016,Battleship,NW,1.25,169,PM,T,100_yards_under_power ,100 yards under power ,contact_no,photo_n,,uuid:52ea7394-83f1-452e-96d9-dd163e4292c2
Thu Jul 14 20:21:58 UTC 2016,Thu Jul 14 20:23:36 UTC 2016,Thu Jul 14 00:00:00 UTC 2016,48.63408167,48.63408167,-123.2212433,-123.2212433,Thu Jul 14 20:22:00 UTC 2016,Battleship,NW,1.25,169,PM,T,Fast_withinquartermile_whales,Fast withinquartermile whales,contact_no,photo_n,,uuid:52ea7394-83f1-452e-96d9-dd163e4292c2
Thu Jul 14 20:35:31 UTC 2016,Thu Jul 14 20:36:45 UTC 2016,Thu Jul 14 00:00:00 UTC 2016,48.62192667,48.62192667,-123.2104267,-123.2104267,Thu Jul 14 20:35:00 UTC 2016,Henry island,NW,0.5,169,PM,T,200_yards_under_power ,200 yards under power ,contact_no,photo_n,,uuid:bc7b3c5f-e47c-437c-b9a7-88dc4f75b0bd
